Value.date,Value.code,Value.open,Value.high,Value.low,Value.close,Value.change,Value.pctChange,Value.accumulatedVol,Value.accumulatedVal,Value.nmVolume,Value.nmValue,Value.ptVolume,Value.ptValue
2023-03-15,VNINDEX,1052.06,1062.55,1043.82,1062.19,22.06,2.120889,623023530,1.0679E+13,549354353,9.04794E+12,73669177,1.63107E+12
2023-03-14,VNINDEX,1049.3,1051.56,1034.72,1040.13,-12.67,-1.203457,621324324,1.04501E+13,559268089,9.16053E+12,62056235,1.28954E+12
2023-03-13,VNINDEX,1046.95,1055.58,1045.46,1052.8,-0.2,-0.018993,625193780,1.12285E+13,524697475,8.85531E+12,100496305,2.37323E+12
2023-03-10,VNINDEX,1050.53,1053.86,1046.31,1053,-2.95,-0.279369,508715035,8.74766E+12,456904718,7.80515E+12,51810317,9.42512E+11
2023-03-09,VNINDEX,1050.61,1060.56,1049.45,1055.95,6.77,0.645266,609191085,1.07323E+13,557795196,9.60882E+12,51395889,1.12343E+12
2023-03-08,VNINDEX,1028.77,1049.18,1027.8,1049.18,11.34,1.092654,510402640,8.54126E+12,480772305,7.82307E+12,29630335,7.18191E+11
2023-03-07,VNINDEX,1033.96,1043.92,1033.32,1037.84,10.66,1.037793,473275448,8.25312E+12,424751711,7.03926E+12,48523737,1.21386E+12
2023-03-06,VNINDEX,1032.68,1042.43,1026.73,1027.18,2.41,0.235175,422003753,6.81276E+12,390167802,6.16927E+12,31835951,6.43493E+11
2023-03-03,VNINDEX,1038.1,1041.82,1022.78,1024.77,-12.84,-1.237459,447820138,7.21251E+12,384860210,5.9894E+12,62959928,1.22311E+12
2023-03-02,VNINDEX,1039,1043.8,1033.07,1037.61,-2.94,-0.282543,373284879,6.36553E+12,323600739,5.14668E+12,49684140,1.21885E+12
2023-03-01,VNINDEX,1023.29,1040.55,1013.37,1040.55,15.87,1.548776,523740464,8.26407E+12,468831652,7.14242E+12,54908812,1.12165E+12
2023-02-28,VNINDEX,1027.74,1034.36,1018.72,1024.68,3.43,0.335863,433075336,6.48286E+12,361840202,5.27512E+12,71235134,1.20773E+12
2023-02-27,VNINDEX,1029.55,1037.54,1017.55,1021.25,-18.31,-1.761322,588735587,9.33219E+12,514047262,7.73838E+12,74688325,1.59381E+12
2023-02-24,VNINDEX,1051.58,1052.49,1034.66,1039.56,-14.1,-1.338193,430501986,6.5495E+12,397411116,5.89378E+12,33090870,6.55726E+11
2023-02-23,VNINDEX,1053.95,1054.48,1030.58,1053.66,-0.62,-0.058808,720896060,1.20844E+13,635875420,9.90406E+12,85020640,2.18039E+12
2023-02-22,VNINDEX,1073.62,1079.72,1054.28,1054.28,-27.95,-2.58263,814188429,1.27399E+13,766875629,1.16637E+13,47312800,1.07626E+12
2023-02-21,VNINDEX,1089.74,1095.1,1081.8,1082.23,-4.46,-0.410421,720550858,1.18626E+13,654986075,1.0409E+13,65564783,1.4536E+12
2023-02-20,VNINDEX,1059.74,1088.01,1059.56,1086.69,27.38,2.584701,682502205,1.17092E+13,632357012,1.0507E+13,50145193,1.20224E+12
2023-02-17,VNINDEX,1058.99,1062.25,1053.26,1059.31,1.02,0.096382,465220311,7.6952E+12,429361712,6.88817E+12,35858599,8.07031E+11
2023-02-16,VNINDEX,1051.16,1058.29,1047.45,1058.29,10.09,0.962603,475934492,8.4526E+12,410424347,6.88632E+12,65510145,1.56628E+12
2023-02-15,VNINDEX,1037.17,1051.89,1034.39,1048.2,9.56,0.920434,585903211,9.86601E+12,494219711,7.91645E+12,91683500,1.94956E+12
2023-02-14,VNINDEX,1045.14,1046.64,1032.76,1038.64,-5.06,-0.484814,395839742,6.72525E+12,338603680,5.49147E+12,57236062,1.23379E+12
2023-02-13,VNINDEX,1050.99,1054.05,1031.7,1043.7,-11.6,-1.099213,681480857,1.04625E+13,604081987,8.92122E+12,77398870,1.54131E+12
2023-02-10,VNINDEX,1066.16,1066.28,1054.08,1055.3,-8.73,-0.820466,464058231,8.16334E+12,405981492,6.67314E+12,58076739,1.49021E+12
2023-02-09,VNINDEX,1070.07,1075.2,1064.03,1064.03,-8.19,-0.763836,473955912,9.22409E+12,383385672,6.77608E+12,90570240,2.44801E+12
2023-02-08,VNINDEX,1067.58,1079.51,1063.5,1072.22,6.38,0.598589,569461446,1.00129E+13,480412264,8.10214E+12,89049182,1.91073E+12
2023-02-07,VNINDEX,1088.07,1092.12,1065.18,1065.84,-23.45,-2.152778,673372904,1.21712E+13,595117862,1.00245E+13,78255042,2.14673E+12
2023-02-06,VNINDEX,1072.53,1089.29,1067.24,1089.29,12.14,1.127048,527127410,9.6102E+12,415509001,7.27308E+12,111618409,2.33711E+12
2023-02-03,VNINDEX,1078.8,1081.89,1070.46,1077.15,-0.44,-0.040832,563967725,1.07946E+13,506228410,9.21238E+12,57739315,1.5822E+12
2023-02-02,VNINDEX,1079.69,1083.36,1070.81,1077.59,1.62,0.150562,634885667,1.10559E+13,592840287,9.92616E+12,42045380,1.12979E+12
2023-02-01,VNINDEX,1114.68,1116.96,1075.97,1075.97,-35.21,-3.168704,1030115477,1.76282E+13,974313591,1.63986E+13,55801886,1.22958E+12
2023-01-31,VNINDEX,1100.4,1111.18,1088.25,1111.18,8.61,0.780903,748614963,1.36049E+13,653777043,1.17388E+13,94837920,1.86611E+12
2023-01-30,VNINDEX,1117.66,1118.46,1102.57,1102.57,-14.53,-1.300689285,798883576,1.3632E+13,751669376,1.25915E+13,47214200,1.04054E+12
2023-01-27,VNINDEX,1114.15,1124.3,1111.41,1117.1,9.02,0.814021,605114447,1.11064E+13,571796047,1.03775E+13,33318400,7.28857E+11
2023-01-19,VNINDEX,1095.53,1111.72,1094.46,1108.08,9.8,0.892304,617867776,1.17333E+13,578424840,1.05577E+13,39442936,1.17557E+12
2023-01-18,VNINDEX,1092.5,1100.39,1089.56,1098.28,9.99,0.917954,604387990,1.02416E+13,553973050,9.3877E+12,50414940,8.5393E+11
2023-01-17,VNINDEX,1071.37,1088.29,1067.6,1088.29,21.61,2.025912,674147543,1.17572E+13,592973477,1.01736E+13,81174066,1.58362E+12
2023-01-16,VNINDEX,1062.27,1067.74,1057.87,1066.68,6.51,0.614052,520930889,9.37517E+12,408251101,6.73244E+12,112679788,2.64273E+12
2023-01-13,VNINDEX,1060.71,1066.39,1055.23,1060.17,3.78,0.357822,670363297,1.23974E+13,475831302,7.89208E+12,194531995,4.50532E+12
2023-01-12,VNINDEX,1058.51,1060.97,1050.27,1056.39,0.63,0.059673,506592614,8.71439E+12,384711856,6.48633E+12,121880758,2.22806E+12
2023-01-11,VNINDEX,1058.25,1065.69,1054.53,1055.76,2.41,0.228794,545348353,8.86126E+12,508383635,8.24894E+12,36964718,6.12316E+11
2023-01-10,VNINDEX,1054.84,1057.44,1045.75,1053.35,-0.86,-0.081578,546413151,9.71369E+12,423559983,7.16918E+12,122853168,2.5445E+12
2023-01-09,VNINDEX,1058.28,1062.12,1050.95,1054.21,2.77,0.263448,475333884,8.52087E+12,386475419,6.51636E+12,88858465,2.0045E+12
2023-01-06,VNINDEX,1055.51,1065.58,1047.26,1051.44,-4.38,-0.414843,698705084,1.19507E+13,614839617,1.01265E+13,83865467,1.82415E+12
2023-01-05,VNINDEX,1048.17,1058.14,1046.64,1055.82,9.47,0.905051,535201022,9.18777E+12,496648822,8.15185E+12,38552200,1.03593E+12
2023-01-04,VNINDEX,1048.31,1052.6,1041.56,1046.35,2.45,0.234697,647895955,1.05358E+13,567122435,9.09823E+12,80773520,1.43756E+12
2023-01-03,VNINDEX,1011.39,1043.9,1011.38,1043.9,36.81,3.655085,551510700,9.25297E+12,518330539,8.36714E+12,33180161,8.85826E+11
2022-12-30,VNINDEX,1017.45,1017.99,1007.09,1007.09,-2.2,-0.217975,407232983,7.42509E+12,344476102,5.60831E+12,62756881,1.81678E+12
2022-12-29,VNINDEX,1016.06,1021.96,1009.29,1009.29,-6.37,-0.627178,462783172,8.23835E+12,371423239,5.85331E+12,91359933,2.38504E+12
2022-12-28,VNINDEX,1008.41,1020.52,998.97,1015.66,11.09,1.103955,590582295,1.06739E+13,392401430,6.43844E+12,198180865,4.2355E+12
2022-12-27,VNINDEX,986.07,1007.88,983.67,1004.57,19.36,1.965063,593517209,9.57245E+12,507365838,7.57582E+12,86151371,1.99663E+12
2022-12-26,VNINDEX,1019.66,1021.89,985.21,985.21,-35.13,-3.44297,623665462,9.97963E+12,567028245,8.4927E+12,56637217,1.48694E+12
2022-12-23,VNINDEX,1023.69,1027.34,1013.2,1020.34,-2.27,-0.221981,544247110,9.10093E+12,423957138,6.80493E+12,120289972,2.296E+12
2022-12-22,VNINDEX,1026.49,1033.18,1016.54,1022.61,3.73,0.366088,714364604,1.2901E+13,531856686,8.41996E+12,182507918,4.481E+12
2022-12-21,VNINDEX,1033.34,1033.84,1005.43,1018.88,-4.25,-0.415392,857499523,1.44174E+13,703743162,1.07096E+13,153756361,3.70781E+12
2022-12-20,VNINDEX,1035.82,1038.74,1010.08,1023.13,-15.27,-1.470532,1075640284,1.74701E+13,954254715,1.48661E+13,121385569,2.60408E+12
2022-12-19,VNINDEX,1053.91,1065.59,1038.4,1038.4,-14.08,-1.337793,989054369,1.6047E+13,852541606,1.42451E+13,136512763,1.8019E+12
2022-12-16,VNINDEX,1048.62,1064.79,1047.16,1052.48,-2.84,-0.269113,881745262,1.55131E+13,790451687,1.36346E+13,91293575,1.87848E+12
2022-12-15,VNINDEX,1049.16,1062.61,1049.06,1055.32,4.89,0.465524,731286237,1.23385E+13,665936183,1.12297E+13,65350054,1.1088E+12
2022-12-14,VNINDEX,1062.18,1062.18,1046.43,1050.43,2.98,0.2845,792224216,1.37341E+13,668040483,1.12154E+13,124183733,2.51868E+12
2022-12-13,VNINDEX,1035.76,1047.45,1026.3,1047.45,15.38,1.490209,798904505,1.32409E+13,735990880,1.21145E+13,62913625,1.12639E+12
2022-12-12,VNINDEX,1059.55,1065.16,1032.07,1032.07,-19.74,-1.876765,909770970,1.64053E+13,808987597,1.35312E+13,100783373,2.87411E+12
2022-12-09,VNINDEX,1056.85,1061.21,1041.39,1051.81,1.28,0.121843,788406864,1.29531E+13,725840141,1.18074E+13,62566723,1.14573E+12
2022-12-08,VNINDEX,1055.21,1078.09,1045.98,1050.53,9.51,0.913527,917208133,1.54552E+13,873932924,1.45174E+13,43275209,9.378E+11
2022-12-07,VNINDEX,1046.72,1059.79,1034.92,1041.02,-7.67,-0.731389,921153549,1.40492E+13,828165808,1.2767E+13,92987741,1.28223E+12
2022-12-06,VNINDEX,1088.9,1090.64,1048.69,1048.69,-44.98,-4.112758,1482164746,2.35392E+13,1357245176,2.17361E+13,124919570,1.80308E+12
2022-12-05,VNINDEX,1090.97,1099.45,1082.59,1093.67,13.66,1.264803,1257851229,2.09813E+13,1112476953,1.79622E+13,145374276,3.01914E+12
2022-12-02,VNINDEX,1032.67,1080.01,1030.81,1080.01,43.73,4.219902,1092588257,1.79298E+13,1014519597,1.63006E+13,78068660,1.62918E+12
2022-12-01,VNINDEX,1057.97,1066.28,1035.62,1036.28,-12.14,-1.157933,1344846312,2.1837E+13,1263641012,2.03202E+13,81205300,1.51681E+12
2022-11-30,VNINDEX,1037.44,1048.42,1021.54,1048.42,16.26,1.575337,1143579540,1.7769E+13,956740638,1.43509E+13,186838902,3.41805E+12
2022-11-29,VNINDEX,1008.85,1032.16,998.56,1032.16,26.47,2.632024,1184412019,1.82573E+13,1101952455,1.65104E+13,82459564,1.74686E+12
2022-11-28,VNINDEX,979.68,1006.22,979.48,1005.69,34.23,3.523562,974050396,1.59489E+13,872659644,1.39601E+13,101390752,1.98883E+12
2022-11-25,VNINDEX,956.62,971.46,955.53,971.46,23.75,2.506041,622652960,9.71905E+12,554522096,8.42186E+12,68130864,1.2972E+12
2022-11-24,VNINDEX,942.86,950.03,934.31,947.71,1.71,0.180761,543143603,8.35828E+12,482211800,6.96113E+12,60931803,1.39716E+12
2022-11-23,VNINDEX,947.81,958.61,942.02,946,-6.12,-0.642776,542250864,7.86113E+12,489057298,6.94047E+12,53193566,9.20661E+11
2022-11-22,VNINDEX,953.78,985.28,948.52,952.12,-8.53,-0.88794,1050262117,1.66764E+13,978966312,1.53024E+13,71295805,1.37407E+12
2022-11-21,VNINDEX,971.58,973.19,956.77,960.65,-8.68,-0.895464,597890465,8.78838E+12,522896406,7.41455E+12,74994059,1.37383E+12
2022-11-18,VNINDEX,967.18,971.77,939.73,969.33,0.07,0.007222,960782554,1.37068E+13,833998764,1.15222E+13,126783790,2.18462E+12
2022-11-17,VNINDEX,952.91,972.88,945.09,969.26,26.36,2.795631,724650868,1.1421E+13,589757181,9.18316E+12,134893687,2.2378E+12
2022-11-16,VNINDEX,876,945.42,873.78,942.9,31,3.399496,1047008021,1.43779E+13,934319990,1.23006E+13,112688031,2.07723E+12
2022-11-15,VNINDEX,926.08,929.06,900.17,911.9,-29.14,-3.096574,692576100,9.80375E+12,589338231,7.75766E+12,103237869,2.04608E+12
2022-11-14,VNINDEX,939.94,949.38,923.53,941.04,-13.49,-1.413261,666226769,9.4522E+12,599475661,8.14343E+12,66751108,1.30877E+12
2022-11-11,VNINDEX,954.95,966.7,949.49,954.53,7.29,0.769604,736655065,1.0995E+13,646430307,9.43322E+12,90224758,1.5618E+12
2022-11-10,VNINDEX,974.76,976.31,935.78,947.24,-38.35,-3.89107,698929752,1.08353E+13,698929752,1.08353E+13,0,0
2022-11-09,VNINDEX,983.62,994.79,977.93,985.59,3.94,0.401365,583193535,1.03964E+13,479348375,8.15007E+12,103845160,2.24635E+12
2022-11-08,VNINDEX,960.93,981.86,956.97,981.65,6.46,0.662435,660903541,1.03778E+13,542658093,8.12164E+12,118245448,2.25618E+12
2022-11-07,VNINDEX,989.74,996.18,969.61,975.19,-21.96,-2.202276,646996369,1.05587E+13,534179038,8.37957E+12,112817331,2.17918E+12
2022-11-04,VNINDEX,1008.23,1009.96,974.61,997.15,-22.66,-2.221983,753263936,1.29128E+13,694874936,1.14378E+13,58389000,1.47506E+12
2022-11-03,VNINDEX,1011.41,1023.95,1010.65,1019.81,-3.38,-0.330339,443005956,7.8734E+12,404560465,6.98791E+12,38445491,8.85491E+11
2022-11-02,VNINDEX,1033.51,1034.73,1018.64,1023.19,-10.56,-1.021524,578369891,1.00995E+13,488484391,8.71156E+12,89885500,1.38798E+12
2022-11-01,VNINDEX,1034.77,1043.53,1027.39,1033.75,5.81,0.565208,614154012,1.07424E+13,576018299,9.82671E+12,38135713,9.157E+11
2022-10-31,VNINDEX,1028.24,1030.32,1005,1027.94,0.58,0.056455,662224842,1.14246E+13,581686899,9.84488E+12,80537943,1.57972E+12
2022-10-28,VNINDEX,1036.27,1044.57,1026.53,1027.36,-0.65,-0.063229,654695656,1.3345E+13,515678504,8.66829E+12,139017152,4.67672E+12
2022-10-27,VNINDEX,994.82,1028.01,990.48,1028.01,34.65,3.488161,647916325,1.11259E+13,572521830,9.53633E+12,75394495,1.58952E+12
2022-10-26,VNINDEX,1000.71,1004.55,984.71,993.36,-4.34,-0.435001,448402374,8.05111E+12,352504126,5.85676E+12,95898248,2.19435E+12
2022-10-25,VNINDEX,980.47,1011.39,962.45,997.7,11.55,1.171221,751400490,1.26121E+13,670496541,1.1044E+13,80903949,1.56808E+12
2022-10-24,VNINDEX,1021.25,1023.51,977.41,986.15,-33.67,-3.301563,655120948,1.20763E+13,547325768,8.98437E+12,107795180,3.09189E+12
2022-10-21,VNINDEX,1059.03,1059.09,1013.69,1019.82,-38.63,-3.649676,742271825,1.46202E+13,642381040,1.16009E+13,99890785,3.01931E+12
2022-10-20,VNINDEX,1056.14,1065.28,1048.21,1058.45,-1.62,-0.15282,398430362,8.39477E+12,352606874,7.17281E+12,45823488,1.22196E+12
2022-10-19,VNINDEX,1065.08,1065.99,1052.29,1060.07,-3.59,-0.337514,400777713,8.27687E+12,345536813,6.57859E+12,55240900,1.69828E+12
2022-10-18,VNINDEX,1065.6,1071.74,1057.71,1063.66,12.08,1.148748,515005684,1.01698E+13,466601790,9.07168E+12,48403894,1.09807E+12
2022-10-17,VNINDEX,1053.46,1054.05,1033.59,1051.58,-10.27,-0.96718,497556313,9.55302E+12,435862211,8.02854E+12,61694102,1.52448E+12
2022-10-14,VNINDEX,1063.07,1068.12,1055.29,1061.85,10.86,1.033311,641682980,1.44889E+13,506507283,9.67785E+12,135175697,4.811E+12
2022-10-13,VNINDEX,1035.33,1050.99,1025.04,1050.99,16.18,1.563572,477460724,8.90355E+12,402770922,7.37573E+12,74689802,1.52782E+12
2022-10-12,VNINDEX,1006.1,1039.44,1002.89,1034.81,28.61,2.843371,616349275,1.14766E+13,533033551,9.75974E+12,83315724,1.71685E+12
2022-10-11,VNINDEX,1036.39,1036.48,998.64,1006.2,-36.28,-3.480163,672279522,1.28783E+13,581085298,1.04275E+13,91194224,2.45083E+12
2022-10-10,VNINDEX,1019.67,1051.02,1012.94,1042.48,6.57,0.634225,693182108,1.50599E+13,542075880,9.85745E+12,151106228,5.20248E+12
2022-10-07,VNINDEX,1061.93,1062.23,1022.38,1035.91,-38.61,-3.593232,877513773,1.69815E+13,788871784,1.4219E+13,88641989,2.76254E+12
2022-10-06,VNINDEX,1105.31,1106.97,1072.57,1074.52,-29.74,-2.693206,545974006,1.11192E+13,500112250,9.80322E+12,45861756,1.31595E+12
2022-10-05,VNINDEX,1092.08,1110.21,1092.08,1104.26,26.12,2.422691,452110084,9.41911E+12,397012510,7.95033E+12,55097574,1.46878E+12
2022-10-04,VNINDEX,1095.73,1100.42,1069.74,1078.14,-8.3,-0.763963,582989979,1.20527E+13,514033942,1.03099E+13,68956037,1.74277E+12
2022-10-03,VNINDEX,1124.46,1126.46,1079.86,1086.44,-45.67,-4.03406,554340459,1.15303E+13,502098805,1.00709E+13,52241654,1.45938E+12
2022-09-30,VNINDEX,1115.2,1135.47,1099.44,1132.11,6.04,0.536379,729875845,1.71413E+13,612655902,1.30432E+13,117219943,4.09814E+12
2022-09-29,VNINDEX,1157.09,1159.49,1126.07,1126.07,-17.55,-1.534601,491641674,1.12374E+13,416164258,9.16449E+12,75477416,2.07288E+12
2022-09-28,VNINDEX,1158.53,1162.6,1142.79,1143.62,-22.92,-1.964785,527899254,1.17892E+13,496930374,1.07202E+13,30968880,1.06901E+12
