Currency,Date,Closing Price (VND),Open (VND),High (VND),Low (VND),,,
VNINDEX,4/25/2016,591.58,597.91,601.61,591.58,,,
VNINDEX,4/26/2016,598.48,590.99,598.48,590.19,,,
VNINDEX,4/27/2016,593.96,601.79,601.79,591.35,,,
VNINDEX,4/28/2016,591.67,594.98,597.28,589.97,,,
VNINDEX,4/29/2016,598.37,591.2,599.71,591.2,,,
VNINDEX,5/4/2016,599.07,595.95,603.08,592.43,,,
VNINDEX,5/5/2016,601.51,600.66,605.21,600.5,,,
VNINDEX,5/6/2016,606.52,602.4,608.94,602.17,,,
VNINDEX,5/9/2016,603.85,610.92,612.97,603.85,,,
VNINDEX,5/10/2016,605.05,600.35,605.46,597.74,,,
VNINDEX,5/11/2016,614.06,606.6,614.06,606.06,,,
VNINDEX,5/12/2016,612.12,615.55,617.56,612.12,,,
VNINDEX,5/13/2016,610.82,612.32,615.3,608.04,,,
VNINDEX,5/16/2016,615.78,610.13,616.17,608.49,,,
VNINDEX,5/17/2016,624.75,620.54,626.12,618.67,,,
VNINDEX,5/18/2016,622.45,625.53,627.81,621.79,,,
VNINDEX,5/19/2016,619.2,621.83,623.68,618.13,,,
VNINDEX,5/20/2016,614.81,620.72,622.48,614.41,,,
VNINDEX,5/23/2016,611.03,616.11,616.83,610.45,,,
VNINDEX,5/24/2016,611.62,612.23,613.14,608.15,,,
VNINDEX,5/25/2016,611.89,613.96,616.38,611.89,,,
VNINDEX,5/26/2016,604.34,611.88,613.37,604.34,,,
VNINDEX,5/27/2016,608.11,604.36,609.94,603.23,,,
VNINDEX,5/30/2016,614.5,609.98,615.52,608.46,,,
VNINDEX,5/31/2016,618.44,616.22,621.14,614.68,,,
VNINDEX,6/1/2016,619.86,618.18,620.24,616.33,,,
VNINDEX,6/2/2016,623.37,619.19,624.52,618.38,,,
VNINDEX,6/3/2016,621.88,623.21,625.19,621.62,,,
VNINDEX,6/6/2016,620.05,621.09,624.55,616.98,,,
VNINDEX,6/7/2016,624.65,622.4,624.69,620.05,,,
VNINDEX,6/8/2016,627.87,626.84,632.68,626.29,,,
VNINDEX,6/9/2016,631.26,628.4,631.26,626.27,,,
VNINDEX,6/10/2016,629.84,629.95,633.47,628.56,,,
VNINDEX,6/13/2016,623.58,626.26,627.36,621.4,,,
VNINDEX,6/14/2016,625.43,621.63,626.4,619.13,,,
VNINDEX,6/15/2016,627.02,624.63,628.75,621.76,,,
VNINDEX,6/16/2016,625.11,627.38,630.21,625.11,,,
VNINDEX,6/17/2016,619.25,622.92,624.59,618.16,,,
VNINDEX,6/20/2016,626.46,622.04,626.46,620.41,,,
VNINDEX,6/21/2016,628,629.03,631.96,628,,,
VNINDEX,6/22/2016,626.41,628.77,629.95,625.81,,,
VNINDEX,6/23/2016,632.27,626.47,632.6,626.47,,,
VNINDEX,6/24/2016,620.77,631.77,631.77,597.68,,,
VNINDEX,6/27/2016,621.27,616.19,621.27,608.26,,,
VNINDEX,6/28/2016,622.2,617.68,624.85,617.65,,,
VNINDEX,6/29/2016,630.12,623.56,631.25,623.56,,,
VNINDEX,6/30/2016,632.26,633.17,637.46,631.74,,,
VNINDEX,7/1/2016,640.3,632.26,643.55,632.26,,,
VNINDEX,7/4/2016,647.96,643.11,647.96,641.96,,,
VNINDEX,7/5/2016,650.88,650.47,658.45,647.52,,,
VNINDEX,7/6/2016,649.46,646.8,652.36,644.07,,,
VNINDEX,7/7/2016,661.12,652.49,661.12,652.13,,,
VNINDEX,7/8/2016,658.68,661.07,665.53,655.91,,,
VNINDEX,7/11/2016,652.26,658.92,664.89,648.77,,,
VNINDEX,7/12/2016,658.9,652.81,658.9,649.86,,,
VNINDEX,7/13/2016,675.12,662.04,676.06,662.04,,,
VNINDEX,7/14/2016,666.69,675.66,681.75,666.69,,,
VNINDEX,7/15/2016,664.56,666.69,670.18,661.47,,,
VNINDEX,7/18/2016,673.5,664.12,673.5,662.25,,,
VNINDEX,7/19/2016,667.76,675.89,677.35,660.09,,,
VNINDEX,7/20/2016,660.26,667.86,667.86,660.26,,,
VNINDEX,7/21/2016,659.57,662.72,665.9,656.03,,,
VNINDEX,7/22/2016,649.87,657.15,658.06,640.26,,,
VNINDEX,7/25/2016,649.3,651.33,654.17,646.04,,,
VNINDEX,7/26/2016,648.59,648.58,651.93,642.91,,,
VNINDEX,7/27/2016,656.11,647.98,656.11,647.74,,,
VNINDEX,7/28/2016,657.14,655.81,657.2,649.86,,,
VNINDEX,7/29/2016,652.23,654.19,657.88,650.98,,,
VNINDEX,8/1/2016,648.38,655.38,655.38,646.02,,,
VNINDEX,8/2/2016,636.05,643.2,643.2,633.33,,,
VNINDEX,8/3/2016,631.61,632.98,634.75,627.66,,,
VNINDEX,8/4/2016,631.94,633.74,641.02,631.94,,,
VNINDEX,8/5/2016,627.39,629.69,630.18,622.49,,,
VNINDEX,8/8/2016,629.46,627.39,629.91,622.14,,,
VNINDEX,8/9/2016,637.34,629.66,637.34,629.66,,,
VNINDEX,8/10/2016,648.33,637.21,648.48,637.21,,,
VNINDEX,8/11/2016,660.24,649.27,660.24,648.31,,,
VNINDEX,8/12/2016,655.71,665.14,668.52,652.67,,,
VNINDEX,8/15/2016,659.47,654.06,659.47,653.64,,,
VNINDEX,8/16/2016,658.11,659.47,662.13,656.83,,,
VNINDEX,8/17/2016,660.51,659.46,660.76,657.06,,,
VNINDEX,8/18/2016,660.65,663.56,665.94,656.35,,,
VNINDEX,8/19/2016,662.28,664.09,666.93,659.64,,,
VNINDEX,8/22/2016,657.68,662.87,664.95,657.68,,,
VNINDEX,8/23/2016,659.16,653.58,659.16,652.88,,,
VNINDEX,8/24/2016,660.77,660.95,665.43,659.7,,,
VNINDEX,8/25/2016,658.5,660.77,660.77,656.49,,,
VNINDEX,8/26/2016,667.75,662.9,668.84,662.9,,,
VNINDEX,8/29/2016,669.44,670.71,679.62,669.44,,,
VNINDEX,8/30/2016,672.67,667.96,672.67,666.33,,,
VNINDEX,8/31/2016,674.63,673.1,676.26,671.39,,,
VNINDEX,9/1/2016,669.19,674.19,674.72,664.77,,,
VNINDEX,9/5/2016,664.55,669.3,670.08,660.31,,,
VNINDEX,9/6/2016,663.9,666.38,668.4,663.9,,,
VNINDEX,9/7/2016,661.28,663.05,663.68,656.22,,,
VNINDEX,9/8/2016,666.07,661.89,668.2,660.54,,,
VNINDEX,9/9/2016,666.88,669.24,672.39,666.88,,,
VNINDEX,9/12/2016,659.76,665.77,666.04,655.55,,,
VNINDEX,9/13/2016,659.72,658.61,661.74,654.95,,,
VNINDEX,9/14/2016,656.64,658.16,661.82,656.64,,,
VNINDEX,9/15/2016,656.18,657.46,660.32,654.84,,,
VNINDEX,9/16/2016,651.31,654.68,657.53,651.31,,,
VNINDEX,9/19/2016,657.89,651.31,658.35,651.31,,,
VNINDEX,9/20/2016,663.37,656.2,663.37,653.28,,,
VNINDEX,9/21/2016,668.48,663.12,668.83,662.79,,,
VNINDEX,9/22/2016,671.38,668.48,675.36,668.48,,,
VNINDEX,9/23/2016,674.09,670.73,674.09,670.3,,,
VNINDEX,9/26/2016,677.04,673.21,677.04,671.51,,,
VNINDEX,9/27/2016,684.89,676.61,684.89,676.24,,,
VNINDEX,9/28/2016,686.72,684.99,687.94,682.98,,,
VNINDEX,9/29/2016,688.55,689.82,692.17,685.91,,,
VNINDEX,9/30/2016,685.73,688.55,689.12,684.62,,,
VNINDEX,10/3/2016,683.05,687.68,688.42,681.99,,,
VNINDEX,10/4/2016,684.2,682.82,689.17,680.24,,,
VNINDEX,10/5/2016,687.04,686.41,689.5,685.48,,,
VNINDEX,10/6/2016,687.32,687.04,690.93,687.04,,,
VNINDEX,10/7/2016,683.95,689.51,690.19,680.26,,,
VNINDEX,10/10/2016,674.19,684.05,684.46,674.19,,,
VNINDEX,10/11/2016,682.36,677.63,682.36,669.2,,,
VNINDEX,10/12/2016,682.45,683.88,686.18,681.12,,,
VNINDEX,10/13/2016,685.23,680.73,685.23,678.79,,,
VNINDEX,10/14/2016,687,685.06,690.62,684.78,,,
VNINDEX,10/17/2016,680.95,687.18,687.94,680.95,,,
VNINDEX,10/18/2016,682.02,680.44,682.99,678.13,,,
VNINDEX,10/19/2016,688.89,683.83,689.88,683.25,,,
VNINDEX,10/20/2016,686.39,690.45,690.86,685.63,,,
VNINDEX,10/21/2016,684.83,685.77,687.54,683.76,,,
VNINDEX,10/24/2016,678.02,683.14,684.51,677.89,,,
VNINDEX,10/25/2016,676.18,676.29,677.47,670.6,,,
VNINDEX,10/26/2016,673.61,676.18,676.18,670.8,,,
VNINDEX,10/27/2016,676.9,672.81,676.9,671.61,,,
VNINDEX,10/28/2016,682.25,676.74,682.25,675.85,,,
VNINDEX,10/31/2016,675.8,682.11,683.34,675.8,,,
VNINDEX,11/1/2016,676.6,675.13,676.6,672.33,,,
VNINDEX,11/2/2016,671.4,675.68,678.14,671.4,,,
VNINDEX,11/3/2016,667.63,668.66,668.66,661.86,,,
VNINDEX,11/4/2016,666.73,666.93,668.99,665.08,,,
VNINDEX,11/7/2016,674.14,667.12,674.36,666.61,,,
VNINDEX,11/8/2016,676.46,675.82,677.91,674.33,,,
VNINDEX,11/9/2016,670.26,675.57,675.57,656.68,,,
VNINDEX,11/10/2016,678.17,675.36,678.57,675.18,,,
VNINDEX,11/11/2016,679.2,678.38,679.56,676.73,,,
VNINDEX,11/14/2016,673.05,677.13,679.96,672.45,,,
VNINDEX,11/15/2016,674.26,673.75,675.73,671.55,,,
VNINDEX,11/16/2016,674.6,674.85,676.9,673.95,,,
VNINDEX,11/17/2016,674.57,674.5,676.48,673.13,,,
VNINDEX,11/18/2016,673.25,673.82,675.15,669.18,,,
VNINDEX,11/21/2016,674.29,673.2,675.04,671.65,,,
VNINDEX,11/22/2016,681.91,675.23,681.91,675.23,,,
VNINDEX,11/23/2016,683.16,681.17,684.12,679.81,,,
VNINDEX,11/24/2016,678.18,683.61,683.61,676.39,,,
VNINDEX,11/25/2016,675.87,678.47,678.87,671.48,,,
VNINDEX,11/28/2016,665.29,672.38,673.18,660.96,,,
VNINDEX,11/29/2016,658.26,665.11,667.79,658.26,,,
VNINDEX,11/30/2016,665.07,658.44,665.78,654.99,,,
VNINDEX,12/1/2016,666.54,670.75,670.81,666.54,,,
VNINDEX,12/2/2016,665.14,667.02,667.39,662.09,,,
VNINDEX,12/5/2016,660.21,663.06,663.87,658.11,,,
VNINDEX,12/6/2016,651.49,660.68,660.77,648.37,,,
VNINDEX,12/7/2016,653.53,648.63,654.13,647.33,,,
VNINDEX,12/8/2016,658.89,655.48,660.72,655.48,,,
VNINDEX,12/9/2016,663.07,659.46,664.46,659.46,,,
VNINDEX,12/12/2016,659.7,663.7,664.67,658.84,,,
VNINDEX,12/13/2016,654.66,662.27,663.54,654.34,,,
VNINDEX,12/14/2016,665.14,657.39,665.14,657.39,,,
VNINDEX,12/15/2016,665.92,668.07,668.07,664.08,,,
VNINDEX,12/16/2016,675.16,670.43,675.19,668.3,,,
VNINDEX,12/19/2016,674.33,673.98,679.9,673.88,,,
VNINDEX,12/20/2016,662.66,673.93,674.28,662.66,,,
VNINDEX,12/21/2016,666.94,662.36,667.06,657.4,,,
VNINDEX,12/22/2016,664.15,669.01,669.95,663.7,,,
VNINDEX,12/23/2016,664.37,663.75,664.37,659.18,,,
VNINDEX,12/26/2016,662.45,665.67,665.73,662.09,,,
VNINDEX,12/27/2016,663.86,662.66,665.5,661.41,,,
VNINDEX,12/28/2016,663.5,665.9,666.64,661.8,,,
VNINDEX,12/29/2016,664.72,666.43,666.43,663.95,,,
VNINDEX,12/30/2016,664.87,664.17,665.49,663.39,,,
VNINDEX,1/3/2017,672.01,665.92,672.34,665.43,,,
VNINDEX,1/4/2017,674.7,672.58,675.93,672.21,,,
VNINDEX,1/5/2017,675.81,674.82,675.92,673.31,,,
VNINDEX,1/6/2017,679.8,675.35,683.76,675.22,,,
VNINDEX,1/9/2017,682.57,681.74,684.88,681.74,,,
VNINDEX,1/10/2017,681.07,682.77,683.02,680.76,,,
VNINDEX,1/11/2017,687.16,680.85,687.16,680.85,,,
VNINDEX,1/12/2017,686.96,688.71,688.99,685.59,,,
VNINDEX,1/13/2017,685.06,686.58,688.62,685.06,,,
VNINDEX,1/16/2017,677.94,684.62,684.82,677.85,,,
VNINDEX,1/17/2017,684.71,678.83,684.73,678.83,,,
VNINDEX,1/18/2017,683.28,683.74,688.07,683.28,,,
VNINDEX,1/19/2017,682.31,683.02,684.19,680.8,,,
VNINDEX,1/20/2017,686.26,684.05,688.42,684.05,,,
VNINDEX,1/23/2017,687.15,687.83,689.47,686.46,,,
VNINDEX,1/24/2017,691.36,687.08,692.75,687.08,,,
VNINDEX,1/25/2017,697.28,693.07,697.28,691.19,,,
VNINDEX,2/2/2017,703.18,699.8,703.2,697.71,,,
VNINDEX,2/3/2017,700.35,704.69,708.1,700.09,,,
VNINDEX,2/6/2017,700.04,702.02,702.02,696.92,,,
VNINDEX,2/7/2017,701.91,699.99,703.3,698.99,,,
VNINDEX,2/8/2017,702.04,702.67,702.77,700.47,,,
VNINDEX,2/9/2017,700.65,700.93,702.64,700.21,,,
VNINDEX,2/10/2017,703.78,701.15,704.08,701.15,,,
VNINDEX,2/13/2017,705.9,704.61,706.47,703.58,,,
VNINDEX,2/14/2017,706.26,706.41,707.32,703.85,,,
VNINDEX,2/15/2017,711.57,706.84,711.73,706.84,,,
VNINDEX,2/16/2017,709.35,712.61,717.57,709.35,,,
VNINDEX,2/17/2017,707.83,709.52,710.21,705.84,,,
VNINDEX,2/20/2017,710.59,705.72,711.4,704.41,,,
VNINDEX,2/21/2017,716.55,711.49,718.06,711.49,,,
VNINDEX,2/22/2017,717.24,717.77,719.09,715.36,,,
VNINDEX,2/23/2017,716.87,717.49,719.58,712.36,,,
VNINDEX,2/24/2017,714.47,716.35,717.94,713.7,,,
VNINDEX,2/27/2017,717.44,711.7,718.37,711.7,,,
VNINDEX,2/28/2017,710.79,718.24,719.14,710.79,,,
VNINDEX,3/1/2017,709.52,710.7,712.49,705.79,,,
VNINDEX,3/2/2017,707.51,712.68,713.53,707.51,,,
VNINDEX,3/3/2017,712.62,708.23,712.62,705.83,,,
VNINDEX,3/6/2017,716.29,714.61,718.04,714.01,,,
VNINDEX,3/7/2017,716.54,716.46,716.95,714.27,,,
VNINDEX,3/8/2017,716.6,715.04,718.78,713.89,,,
VNINDEX,3/9/2017,715.8,715.86,718.23,714.96,,,
VNINDEX,3/10/2017,712.21,715.85,716.81,712.21,,,
VNINDEX,3/13/2017,710.17,711.93,712.63,707.63,,,
VNINDEX,3/14/2017,714.71,709.9,716.49,709.29,,,
VNINDEX,3/15/2017,713.14,715.63,716.49,713.14,,,
VNINDEX,3/16/2017,714.92,712.56,715.03,710.66,,,
VNINDEX,3/17/2017,710.54,715.82,717.1,710.54,,,
VNINDEX,3/20/2017,715.07,711.44,717.54,711.44,,,
VNINDEX,3/21/2017,716.18,717.03,718.8,714.78,,,
VNINDEX,3/22/2017,712.94,715.78,720.68,712.94,,,
VNINDEX,3/23/2017,719.56,712.61,719.56,712.61,,,
VNINDEX,3/24/2017,722.14,719.56,724.36,719.56,,,
VNINDEX,3/27/2017,723.52,723.23,725.57,721.41,,,
VNINDEX,3/28/2017,719.26,724.37,725,718.66,,,
VNINDEX,3/29/2017,720.47,719.08,721.92,718.37,,,
VNINDEX,3/30/2017,723.86,721.87,725.91,721.87,,,
VNINDEX,3/31/2017,722.31,725.97,726.67,722.31,,,
VNINDEX,4/3/2017,722.38,723.02,724.37,721.58,,,
VNINDEX,4/4/2017,724.14,723.7,724.67,722.79,,,
VNINDEX,4/5/2017,723.22,724.89,726.03,722.49,,,
VNINDEX,4/7/2017,727.95,721.85,727.95,720.28,,,
VNINDEX,4/10/2017,729.87,728.71,730.9,727.77,,,
VNINDEX,4/11/2017,731.33,730.15,732.24,730.15,,,
VNINDEX,4/12/2017,725.58,731.62,732.87,724.48,,,
VNINDEX,4/13/2017,724.35,725.54,727.34,723.88,,,
VNINDEX,4/14/2017,718.45,722.47,722.96,714.13,,,
VNINDEX,4/17/2017,710.83,718.93,721.78,710.83,,,
VNINDEX,4/18/2017,714.93,708.64,714.93,705.55,,,
VNINDEX,4/19/2017,716.77,714.87,716.77,714.02,,,
VNINDEX,4/20/2017,712.66,716.76,716.76,712.66,,,
VNINDEX,4/21/2017,712.41,712.77,715.08,711.08,,,
VNINDEX,4/24/2017,709.39,711.6,712.77,709.39,,,
VNINDEX,4/25/2017,707.58,709,709.81,706.04,,,
VNINDEX,4/26/2017,710.04,706.36,710.04,706.32,,,
VNINDEX,4/27/2017,716.53,711.74,716.53,711.38,,,
VNINDEX,4/28/2017,717.73,715.9,718.54,713.83,,,
VNINDEX,5/3/2017,719.54,718.7,719.54,716.66,,,
VNINDEX,5/4/2017,722.02,717.98,723.22,717.98,,,
VNINDEX,5/5/2017,720,720.39,721.65,719.86,,,
VNINDEX,5/8/2017,718.86,720.61,720.61,717.98,,,
VNINDEX,5/9/2017,722.11,718.86,722.11,716.95,,,
VNINDEX,5/10/2017,724.31,721.94,727.52,721.81,,,
VNINDEX,5/11/2017,724.99,724.84,726.82,723.39,,,
VNINDEX,5/12/2017,725.37,724.63,726.4,724.41,,,
VNINDEX,5/15/2017,725.35,725.25,726.19,723.18,,,
VNINDEX,5/16/2017,725.03,725.84,727.86,725.03,,,
VNINDEX,5/17/2017,727.2,724.01,728.01,722.81,,,
VNINDEX,5/18/2017,726.99,727.2,729,723.8,,,
VNINDEX,5/19/2017,733.82,727.61,733.82,726.79,,,
VNINDEX,5/22/2017,744.1,738.63,746.87,738.63,,,
VNINDEX,5/23/2017,740.93,744.32,746.18,740.28,,,
VNINDEX,5/24/2017,742.74,739.91,744.27,737.3,,,
VNINDEX,5/25/2017,741.91,744.24,746.48,740.89,,,
VNINDEX,5/26/2017,743.41,741.4,743.46,740.6,,,
VNINDEX,5/29/2017,746.25,746.08,748.06,745.31,,,
VNINDEX,5/30/2017,738.21,747.07,747.43,738.21,,,
VNINDEX,5/31/2017,737.82,738.91,741.93,735.39,,,
VNINDEX,6/1/2017,741.8,739.45,742.23,738.71,,,
VNINDEX,6/2/2017,738.81,741.48,742.11,736.09,,,
VNINDEX,6/5/2017,743.49,739.13,745.14,738.35,,,
VNINDEX,6/6/2017,751.31,743.99,751.31,743.99,,,
VNINDEX,6/7/2017,753.46,752.75,754.92,751.65,,,
VNINDEX,6/8/2017,750.13,751.7,751.96,748.91,,,
VNINDEX,6/9/2017,749.72,749.46,752.01,749.04,,,
VNINDEX,6/12/2017,751.09,751.33,753.41,749,,,
VNINDEX,6/13/2017,756.89,751.09,756.89,750.1,,,
VNINDEX,6/14/2017,760.77,758.26,761.7,756.82,,,
VNINDEX,6/15/2017,760.57,760.38,762.98,758.17,,,
VNINDEX,6/16/2017,761.24,761.75,762.43,759.98,,,
VNINDEX,6/19/2017,766.83,763.75,766.83,762.33,,,
VNINDEX,6/20/2017,767.99,767.59,768.29,764.42,,,
VNINDEX,6/21/2017,767.41,765.71,767.83,758.9,,,
VNINDEX,6/22/2017,766.3,768.41,769.99,766.3,,,
VNINDEX,6/23/2017,769.01,765.66,769.01,763.64,,,
VNINDEX,6/26/2017,772.52,770.5,773.14,769.73,,,
VNINDEX,6/27/2017,767.51,773.15,773.4,767.19,,,
VNINDEX,6/28/2017,769.04,766.82,769.04,762.78,,,
VNINDEX,6/29/2017,771.75,771.26,773.08,769.89,,,
VNINDEX,6/30/2017,776.47,773.46,776.5,773.46,,,
VNINDEX,7/3/2017,778.88,777.2,780.01,775.53,,,
VNINDEX,7/4/2017,775.54,779.15,779.15,772.9,,,
VNINDEX,7/5/2017,778.32,775.85,778.32,773.81,,,
VNINDEX,7/6/2017,782.65,780.5,782.77,779.99,,,
VNINDEX,7/7/2017,775.73,783.73,783.81,775.73,,,
VNINDEX,7/10/2017,766.56,775.85,775.85,764.43,,,
VNINDEX,7/11/2017,769.36,766.56,769.36,761.57,,,
VNINDEX,7/12/2017,774.17,772.6,775.08,769.83,,,
VNINDEX,7/13/2017,778.3,777.12,778.3,773.85,,,
VNINDEX,7/14/2017,777.6,779.72,780.65,776.88,,,
VNINDEX,7/17/2017,768.91,777.7,778.3,766.47,,,
VNINDEX,7/18/2017,767.49,766.88,770.37,762.68,,,
VNINDEX,7/19/2017,771.3,771.33,774.12,770.18,,,
VNINDEX,7/20/2017,768.41,768.56,768.56,763.55,,,
VNINDEX,7/21/2017,761.86,768.9,770.43,761.86,,,
VNINDEX,7/24/2017,759.74,759.97,761.64,753.82,,,
VNINDEX,7/25/2017,767.27,757.43,767.27,757.35,,,
VNINDEX,7/26/2017,773.88,769.35,773.88,764.92,,,
VNINDEX,7/27/2017,771.5,773.21,774.97,770.3,,,
VNINDEX,7/28/2017,777.09,771.21,777.09,770.82,,,
VNINDEX,7/31/2017,783.55,777.54,783.58,776.72,,,
VNINDEX,8/1/2017,786.81,784.44,787.68,784.15,,,
VNINDEX,8/2/2017,786.23,783.45,788.97,779.81,,,
VNINDEX,8/3/2017,788.49,786.23,790.82,786.19,,,
VNINDEX,8/4/2017,788.68,789.46,790.12,786.09,,,
VNINDEX,8/7/2017,792.98,789.41,796.09,788.66,,,
VNINDEX,8/8/2017,791.57,795.8,796.62,789.84,,,
VNINDEX,8/9/2017,773.66,789.15,789.15,773.66,,,
VNINDEX,8/10/2017,773.43,769.58,776.77,769.58,,,
VNINDEX,8/11/2017,772.08,773.43,774.31,769.14,,,
VNINDEX,8/14/2017,776.17,770.65,776.42,770.65,,,
VNINDEX,8/15/2017,771.06,776.64,776.83,770.09,,,
VNINDEX,8/16/2017,773.57,771.1,773.57,766.8,,,
VNINDEX,8/17/2017,767.59,773.48,774.47,767.59,,,
VNINDEX,8/18/2017,768.97,762.82,770.79,762.46,,,
VNINDEX,8/21/2017,768.79,767.42,769.71,765.95,,,
VNINDEX,8/22/2017,761.26,768.2,768.44,760.3,,,
VNINDEX,8/23/2017,765.98,762.42,765.98,759.01,,,
VNINDEX,8/24/2017,769.77,766.48,771.65,764.64,,,
VNINDEX,8/25/2017,771.63,769.07,771.63,768.57,,,
VNINDEX,8/28/2017,777.26,771.81,777.26,770.51,,,
VNINDEX,8/29/2017,774.03,773.91,777.11,773.87,,,
VNINDEX,8/30/2017,778.65,774.31,778.65,773.85,,,
VNINDEX,8/31/2017,782.76,779.19,785.78,778.19,,,
VNINDEX,9/1/2017,788.73,784.42,789.19,784.18,,,
VNINDEX,9/5/2017,792.31,790.26,794.46,787.8,,,
VNINDEX,9/6/2017,793.55,792.16,793.82,788.89,,,
VNINDEX,9/7/2017,796.72,793.61,798.58,792.77,,,
VNINDEX,9/8/2017,801.2,797.98,802.9,797.82,,,
VNINDEX,9/11/2017,797.47,801.2,805.44,797.47,,,
VNINDEX,9/12/2017,799.94,795.53,801.01,794.88,,,
VNINDEX,9/13/2017,802.78,802.85,804.38,800.39,,,
VNINDEX,9/14/2017,806.32,803.34,807.29,803.23,,,
VNINDEX,9/15/2017,805.82,803.35,805.82,802.08,,,
VNINDEX,9/18/2017,807.87,808.51,809.39,805.37,,,
VNINDEX,9/19/2017,805.93,807.41,810.13,805.87,,,
VNINDEX,9/20/2017,805.86,806.88,807.51,803.33,,,
VNINDEX,9/21/2017,803.93,805.29,806.52,802.6,,,
VNINDEX,9/22/2017,807.13,805.15,808.16,803.94,,,
VNINDEX,9/25/2017,805.58,806.9,807.64,802.23,,,
VNINDEX,9/26/2017,805.35,806.4,806.84,801.66,,,
VNINDEX,9/27/2017,803.77,803.32,805.04,801.74,,,
VNINDEX,9/28/2017,804.82,803.1,810.35,803.1,,,
VNINDEX,9/29/2017,804.42,805.07,808.77,804.42,,,
VNINDEX,10/2/2017,802.23,805.29,808.09,801.7,,,
VNINDEX,10/3/2017,798,803.98,804.39,795.05,,,
VNINDEX,10/4/2017,805.66,797.39,805.66,797,,,
VNINDEX,10/5/2017,805.23,806.56,810.54,805.22,,,
VNINDEX,10/6/2017,807.8,805.7,808.13,803.81,,,
VNINDEX,10/9/2017,808.96,809.61,810.75,806.78,,,
VNINDEX,10/10/2017,810.65,808.43,810.65,806.3,,,
VNINDEX,10/11/2017,813.95,811.2,815.11,811.2,,,
VNINDEX,10/12/2017,815.87,814.43,818.44,813.72,,,
VNINDEX,10/13/2017,820.95,814.6,820.95,814.2,,,
VNINDEX,10/16/2017,819.43,821.54,823.85,819.43,,,
VNINDEX,10/17/2017,828.29,819.51,828.29,819.43,,,
VNINDEX,10/18/2017,827.72,829.43,831.15,826.72,,,
VNINDEX,10/19/2017,828.93,828.89,831.61,825.5,,,
VNINDEX,10/20/2017,826.84,827.93,833.57,826.84,,,
VNINDEX,10/23/2017,820.04,826.25,827.24,818.81,,,
VNINDEX,10/24/2017,825.24,818.08,825.24,814.92,,,
VNINDEX,10/25/2017,830.69,826.08,830.69,822.83,,,
VNINDEX,10/26/2017,830.11,829.94,834.67,823.92,,,
VNINDEX,10/27/2017,840.37,829.15,840.37,828.45,,,
VNINDEX,10/30/2017,845.2,842.92,849.3,842.92,,,
VNINDEX,10/31/2017,837.28,844.27,845.93,837.28,,,
VNINDEX,11/1/2017,842.71,838.75,842.88,838.01,,,
VNINDEX,11/2/2017,833.09,842.19,849.53,833.09,,,
VNINDEX,11/3/2017,843.73,833.16,843.73,831.58,,,
VNINDEX,11/6/2017,849.09,846.12,849.09,843.76,,,
VNINDEX,11/7/2017,850.33,850.2,854.6,847.88,,,
VNINDEX,11/8/2017,859.7,853.15,863.07,852.32,,,
VNINDEX,11/9/2017,860.4,862.38,864.2,858.16,,,
VNINDEX,11/10/2017,868.21,859.91,869.37,859.24,,,
VNINDEX,11/13/2017,879.34,871.7,879.34,871.7,,,
VNINDEX,11/14/2017,880.9,881.15,884.14,874.74,,,
VNINDEX,11/15/2017,882.59,877.65,884.83,876.6,,,
VNINDEX,11/16/2017,892.8,880.17,892.8,880.17,,,
VNINDEX,11/17/2017,890.69,893.99,898.11,886.86,,,
VNINDEX,11/20/2017,903.55,890.34,903.55,889.55,,,
VNINDEX,11/21/2017,918.3,907.51,929.89,907.51,,,
VNINDEX,11/22/2017,932.66,921.13,932.66,921.13,,,
VNINDEX,11/23/2017,933.7,938.31,943.15,927,,,
VNINDEX,11/24/2017,935.57,930.52,937.54,924.65,,,
VNINDEX,11/27/2017,938.61,933.38,947.06,931.29,,,
VNINDEX,11/28/2017,941.21,939.1,943.45,933.59,,,
VNINDEX,11/29/2017,952.14,943.46,952.14,940.4,,,
VNINDEX,11/30/2017,949.93,956.17,960.11,949.93,,,
VNINDEX,12/1/2017,960.33,952.76,960.33,952.76,,,
VNINDEX,12/4/2017,970.02,962.47,972.53,962.47,,,
VNINDEX,12/5/2017,953.3,972.28,974.8,953.3,,,
VNINDEX,12/6/2017,947.64,950.21,950.72,932.64,,,
VNINDEX,12/7/2017,938.65,950.23,954.24,932.68,,,
VNINDEX,12/8/2017,940.16,938.41,944.75,930.29,,,
VNINDEX,12/11/2017,917.45,930.17,936.93,917.45,,,
VNINDEX,12/12/2017,927.25,927.67,931.12,895.73,,,
VNINDEX,12/13/2017,924.4,932.05,932.48,922.97,,,
VNINDEX,12/14/2017,935.85,925.51,936.29,923.99,,,
VNINDEX,12/15/2017,935.16,933.63,939.57,932.96,,,
VNINDEX,12/18/2017,958.06,945.9,958.06,945.9,,,
VNINDEX,12/19/2017,951.42,961.03,963.01,951.25,,,
VNINDEX,12/20/2017,953.51,945.12,958.82,945.12,,,
VNINDEX,12/21/2017,946.06,949.45,957.56,946.06,,,
VNINDEX,12/22/2017,952.32,947.54,952.7,945.18,,,
VNINDEX,12/25/2017,958.31,954.28,958.57,952.41,,,
