Currency,Date,Closing Price (VND),Open (VND),High (VND),Low (VND),,,
VNINDEX,3/19/2013,480.48,478.45,482.21,477.55,,,
VNINDEX,3/20/2013,487.04,481.88,488.94,480.53,,,
VNINDEX,3/21/2013,491.79,488.64,494.57,488.43,,,
VNINDEX,3/22/2013,489.99,492.88,500.59,486.15,,,
VNINDEX,3/25/2013,493.57,491.76,495.64,488.55,,,
VNINDEX,3/26/2013,489.46,494.19,496.32,489.14,,,
VNINDEX,3/27/2013,491.26,489.3,492.46,485.34,,,
VNINDEX,3/28/2013,490.67,491.64,495.12,487.67,,,
VNINDEX,3/29/2013,491.04,487.01,492.96,483.5,,,
VNINDEX,4/1/2013,505.81,490.66,505.81,489.9,,,
VNINDEX,4/2/2013,509.43,507.31,514.1,507.22,,,
VNINDEX,4/3/2013,505.93,509.29,511.59,502.38,,,
VNINDEX,4/4/2013,497.35,505.54,506.63,497.35,,,
VNINDEX,4/5/2013,502.58,501.16,503.36,497.83,,,
VNINDEX,4/8/2013,506.66,505,507.75,501.91,,,
VNINDEX,4/9/2013,510.49,505.09,512.85,504.16,,,
VNINDEX,4/10/2013,496.5,512.15,518.46,496.5,,,
VNINDEX,4/11/2013,504.07,501.39,504.51,497.08,,,
VNINDEX,4/12/2013,494.27,505.37,505.9,490.82,,,
VNINDEX,4/15/2013,480.02,491.65,491.77,478.8,,,
VNINDEX,4/16/2013,478.07,475.07,479.97,466.56,,,
VNINDEX,4/17/2013,483.99,482.17,483.99,476.53,,,
VNINDEX,4/18/2013,473.21,483.99,483.99,471.1,,,
VNINDEX,4/22/2013,468.43,471.81,472.95,466.78,,,
VNINDEX,4/23/2013,473.69,470.59,475.48,469.13,,,
VNINDEX,4/24/2013,472.89,474.48,475.75,472.89,,,
VNINDEX,4/25/2013,476.59,474.87,477.8,474.29,,,
VNINDEX,4/26/2013,474.51,477.04,479.12,474.43,,,
VNINDEX,5/2/2013,473.02,474.54,476.42,472.16,,,
VNINDEX,5/3/2013,475.24,471.14,475.24,470.81,,,
VNINDEX,5/6/2013,488.32,478.94,488.32,478.94,,,
VNINDEX,5/7/2013,485.58,489.35,491.56,484.39,,,
VNINDEX,5/8/2013,485.07,486.74,488.04,483.03,,,
VNINDEX,5/9/2013,486.22,485.44,488.57,485.2,,,
VNINDEX,5/10/2013,486.1,488.1,490.76,484.75,,,
VNINDEX,5/13/2013,488.93,486.96,490.38,486.96,,,
VNINDEX,5/14/2013,483.85,486.94,487.45,480.79,,,
VNINDEX,5/15/2013,485.97,482.82,487.52,481.8,,,
VNINDEX,5/16/2013,490.34,486,491.44,485.28,,,
VNINDEX,5/17/2013,487.6,489.99,491.85,487.6,,,
VNINDEX,5/20/2013,492.27,487.71,492.96,485.42,,,
VNINDEX,5/21/2013,500.18,496.09,502.6,495.95,,,
VNINDEX,5/22/2013,502.23,503.23,504.68,501.44,,,
VNINDEX,5/23/2013,498.22,501.15,506.58,498.22,,,
VNINDEX,5/24/2013,500.24,498.77,503.6,495.96,,,
VNINDEX,5/27/2013,512.41,504.38,516.08,504.38,,,
VNINDEX,5/28/2013,516.33,515.62,517.97,512.81,,,
VNINDEX,5/29/2013,515.09,517.91,520.36,511.31,,,
VNINDEX,5/30/2013,521.45,517.18,521.45,513.68,,,
VNINDEX,5/31/2013,518.39,526.58,526.58,518.39,,,
VNINDEX,6/3/2013,517.03,518.3,521.35,516.64,,,
VNINDEX,6/4/2013,510.69,517.03,521.96,510.69,,,
VNINDEX,6/5/2013,514.64,512.37,514.64,508.86,,,
VNINDEX,6/6/2013,520.9,513.43,521.28,513.16,,,
VNINDEX,6/7/2013,527.97,523.21,527.97,523.19,,,
VNINDEX,6/10/2013,524.56,530.97,533.15,524.56,,,
VNINDEX,6/11/2013,521.95,525.2,525.68,520.94,,,
VNINDEX,6/12/2013,518.24,521.21,524.91,518.24,,,
VNINDEX,6/13/2013,515.09,518.28,519.54,510.07,,,
VNINDEX,6/14/2013,509.03,517.14,518,509.03,,,
VNINDEX,6/17/2013,498.52,510.52,511.23,498.31,,,
VNINDEX,6/18/2013,498.88,497.06,500.54,495.5,,,
VNINDEX,6/19/2013,503.37,501.58,504.11,500.61,,,
VNINDEX,6/20/2013,499.51,502.22,503.75,498.55,,,
VNINDEX,6/21/2013,498.84,497.3,501.25,495.23,,,
VNINDEX,6/24/2013,489.74,500.44,501.14,487.41,,,
VNINDEX,6/25/2013,473.02,487.04,488.55,466.78,,,
VNINDEX,6/26/2013,473.53,473.26,476.47,466.41,,,
VNINDEX,6/27/2013,482.95,476.33,482.95,475,,,
VNINDEX,6/28/2013,481.13,484.84,485.94,479.94,,,
VNINDEX,7/1/2013,480.04,478.98,482.03,475.26,,,
VNINDEX,7/2/2013,489.84,480.72,490.14,480.72,,,
VNINDEX,7/3/2013,487.35,489.84,492.93,487.11,,,
VNINDEX,7/4/2013,487.22,489.23,490.65,486.49,,,
VNINDEX,7/5/2013,485.66,488.06,489.99,485.22,,,
VNINDEX,7/8/2013,482.77,485.24,485.95,480.58,,,
VNINDEX,7/9/2013,485.5,483.96,485.5,481.14,,,
VNINDEX,7/10/2013,484.43,487.81,489.83,484.43,,,
VNINDEX,7/11/2013,484.47,484.38,485.44,482.11,,,
VNINDEX,7/12/2013,493.99,485.14,493.99,485.13,,,
VNINDEX,7/15/2013,494.1,496.12,498.32,492.95,,,
VNINDEX,7/16/2013,496.22,494.66,497.83,493.74,,,
VNINDEX,7/17/2013,497.5,496.38,498.42,493.37,,,
VNINDEX,7/18/2013,496.84,495.68,500.51,494.23,,,
VNINDEX,7/19/2013,503.76,499.64,505.38,499.28,,,
VNINDEX,7/22/2013,506.16,505.11,507.71,501.63,,,
VNINDEX,7/23/2013,504.29,506.16,508.64,504.22,,,
VNINDEX,7/24/2013,494.18,503.67,504.27,493.36,,,
VNINDEX,7/25/2013,491.78,493.75,495.85,491.71,,,
VNINDEX,7/26/2013,493.93,493.5,495.16,487.92,,,
VNINDEX,7/29/2013,485.69,493.81,494.36,485.56,,,
VNINDEX,7/30/2013,488.54,485.78,490.36,485.74,,,
VNINDEX,7/31/2013,491.85,488.1,493.1,487.1,,,
VNINDEX,8/1/2013,492.43,490.9,494.31,489.57,,,
VNINDEX,8/2/2013,494.66,493.33,495.71,493.02,,,
VNINDEX,8/5/2013,493.66,494.38,496.74,492.75,,,
VNINDEX,8/6/2013,496.56,492.69,496.56,491.91,,,
VNINDEX,8/7/2013,500.1,496.95,502.26,495.02,,,
VNINDEX,8/8/2013,498.22,499.53,503.51,497.05,,,
VNINDEX,8/9/2013,500.62,498.88,502.04,498.88,,,
VNINDEX,8/12/2013,499.46,501.35,501.39,497.53,,,
VNINDEX,8/13/2013,497.73,499.46,502.63,497.4,,,
VNINDEX,8/14/2013,503.57,498.51,503.89,496.35,,,
VNINDEX,8/15/2013,508.22,505.03,509.6,505.03,,,
VNINDEX,8/16/2013,507.79,508.22,510.22,505.48,,,
VNINDEX,8/19/2013,511.02,507.27,513.34,507.16,,,
VNINDEX,8/20/2013,504.81,509.59,510.59,504.11,,,
VNINDEX,8/21/2013,502.7,504.77,504.78,497.01,,,
VNINDEX,8/22/2013,496.12,499.82,503.92,494.4,,,
VNINDEX,8/23/2013,486.82,496.12,497.89,482.78,,,
VNINDEX,8/26/2013,490.54,485.26,490.54,478.59,,,
VNINDEX,8/27/2013,485.57,488.23,489.89,485.57,,,
VNINDEX,8/28/2013,473.3,482.48,482.48,470.29,,,
VNINDEX,8/29/2013,468.55,473.33,477.09,468.55,,,
VNINDEX,8/30/2013,472.7,469.64,472.7,462.13,,,
VNINDEX,9/3/2013,472.17,473.56,477.08,470.26,,,
VNINDEX,9/4/2013,471.45,472.77,476.42,469.3,,,
VNINDEX,9/5/2013,477.57,473.62,477.77,470.72,,,
VNINDEX,9/6/2013,480.03,479.18,480.55,475.16,,,
VNINDEX,9/9/2013,470.16,478.98,478.98,469.39,,,
VNINDEX,9/10/2013,474.53,470.16,475.62,470.16,,,
VNINDEX,9/11/2013,476.4,474.53,478.95,473.68,,,
VNINDEX,9/12/2013,475.59,474.97,477.25,474.91,,,
VNINDEX,9/13/2013,476.42,475.11,478,474.54,,,
VNINDEX,9/16/2013,475.57,478.32,478.7,473.97,,,
VNINDEX,9/17/2013,477.73,476.21,480.16,475.82,,,
VNINDEX,9/18/2013,474.26,478.65,479.43,473.52,,,
VNINDEX,9/19/2013,476.09,477.99,478.99,475.69,,,
VNINDEX,9/20/2013,477.19,476.12,477.19,474.7,,,
VNINDEX,9/23/2013,479.09,476.79,479.09,475.06,,,
VNINDEX,9/24/2013,482.82,478.88,483.78,478.85,,,
VNINDEX,9/25/2013,486.22,482.41,488.98,482.41,,,
VNINDEX,9/26/2013,485.11,486.28,487.88,482.61,,,
VNINDEX,9/27/2013,486.61,484.68,487.82,483.85,,,
VNINDEX,9/30/2013,492.63,487.12,492.65,486.7,,,
VNINDEX,10/1/2013,492.24,491.92,496.59,491.34,,,
VNINDEX,10/2/2013,494.39,492.58,496.86,492.58,,,
VNINDEX,10/3/2013,492.3,495,495,491.59,,,
VNINDEX,10/4/2013,497.5,492.17,497.73,490.43,,,
VNINDEX,10/7/2013,500.47,497.45,502.16,496.92,,,
VNINDEX,10/8/2013,502.22,500.53,502.64,497.58,,,
VNINDEX,10/9/2013,500.67,501.28,502.52,498.98,,,
VNINDEX,10/10/2013,494.81,500.34,501.64,494.81,,,
VNINDEX,10/11/2013,494.53,496.71,498.58,494.53,,,
VNINDEX,10/14/2013,493.62,494.31,495.67,492.81,,,
VNINDEX,10/15/2013,495.72,493.03,495.72,492.37,,,
VNINDEX,10/16/2013,498.96,495.59,500.6,495.02,,,
VNINDEX,10/17/2013,499.59,501.88,502.64,498.83,,,
VNINDEX,10/18/2013,500.83,499.89,501.39,497.91,,,
VNINDEX,10/21/2013,501.57,501.8,503.72,500.25,,,
VNINDEX,10/22/2013,500.57,500.94,502.95,498.74,,,
VNINDEX,10/23/2013,504.05,501.41,504.81,501.41,,,
VNINDEX,10/24/2013,501.17,503.47,505.74,500.64,,,
VNINDEX,10/25/2013,500.75,502.8,503.17,499.53,,,
VNINDEX,10/28/2013,496.46,501.27,501.86,496.46,,,
VNINDEX,10/29/2013,497.08,494.66,497.74,494.01,,,
VNINDEX,10/30/2013,499.07,498,500.97,497.95,,,
VNINDEX,10/31/2013,497.41,500.04,500.59,497.41,,,
VNINDEX,11/1/2013,497.08,499.21,499.27,496.93,,,
VNINDEX,11/4/2013,497.07,497.25,498.49,495.68,,,
VNINDEX,11/5/2013,499.79,497.38,500.28,495.84,,,
VNINDEX,11/6/2013,502.52,500.83,502.52,499.58,,,
VNINDEX,11/7/2013,499.86,501.4,503.3,499.29,,,
VNINDEX,11/8/2013,498.61,498.8,500.47,498.33,,,
VNINDEX,11/11/2013,501.08,498.03,501.08,497.41,,,
VNINDEX,11/12/2013,497.65,500.81,501.36,496.79,,,
VNINDEX,11/13/2013,496.12,496.9,498.62,495.68,,,
VNINDEX,11/14/2013,497.85,496.67,498.82,496.12,,,
VNINDEX,11/15/2013,501.34,497.88,502.12,497.72,,,
VNINDEX,11/18/2013,506.48,503.33,507.41,503.33,,,
VNINDEX,11/19/2013,504.71,505.45,507.63,504.71,,,
VNINDEX,11/20/2013,505.52,504.68,505.75,502.98,,,
VNINDEX,11/21/2013,503.54,507,510.21,503.54,,,
VNINDEX,11/22/2013,505.64,504.52,506.46,502.83,,,
VNINDEX,11/25/2013,506.46,506.94,509.72,506.08,,,
VNINDEX,11/26/2013,509.16,506.98,510.75,504.65,,,
VNINDEX,11/27/2013,508.43,510.96,513.25,507.66,,,
VNINDEX,11/28/2013,507.71,508.53,509.15,506.99,,,
VNINDEX,11/29/2013,507.78,507.42,508.78,506.05,,,
VNINDEX,12/2/2013,508.53,509.13,509.48,507.1,,,
VNINDEX,12/3/2013,511.62,508.13,514.83,508.13,,,
VNINDEX,12/4/2013,510.88,512.01,513.4,510.66,,,
VNINDEX,12/5/2013,510.03,510.39,512.21,507.52,,,
VNINDEX,12/6/2013,510.12,510.03,512.37,509.76,,,
VNINDEX,12/9/2013,511.23,514.13,514.13,510.94,,,
VNINDEX,12/10/2013,511.6,512.1,513.83,510.24,,,
VNINDEX,12/11/2013,505.31,511.74,511.81,504.9,,,
VNINDEX,12/12/2013,506.92,503.77,507.68,503.76,,,
VNINDEX,12/13/2013,506.06,507.07,509.35,505.49,,,
VNINDEX,12/16/2013,502.04,503.46,506.52,502.04,,,
VNINDEX,12/17/2013,505.67,503.24,505.67,502.2,,,
VNINDEX,12/18/2013,505.25,505.1,506.11,503.66,,,
VNINDEX,12/19/2013,506.28,505.9,508.04,504.92,,,
VNINDEX,12/20/2013,504.45,507.39,508.29,504.45,,,
VNINDEX,12/23/2013,508.68,506.6,509.41,505.73,,,
VNINDEX,12/24/2013,505.62,508.61,509.54,505.62,,,
VNINDEX,12/25/2013,504.42,506.37,506.53,503.03,,,
VNINDEX,12/26/2013,506.55,504.41,507.57,503.59,,,
VNINDEX,12/27/2013,506.41,507.08,510.09,506.41,,,
VNINDEX,12/30/2013,500.35,506.35,507.02,500.35,,,
VNINDEX,12/31/2013,504.63,500.04,506.44,499.49,,,
VNINDEX,1/2/2014,504.51,505.61,506.71,503.04,,,
VNINDEX,1/3/2014,505.37,504.41,506.28,503.94,,,
VNINDEX,1/6/2014,509.1,505.74,509.1,504.28,,,
VNINDEX,1/7/2014,510.12,510.84,513,509.87,,,
VNINDEX,1/8/2014,513.9,511.03,514.2,509.01,,,
VNINDEX,1/9/2014,516.98,513.66,516.98,513.52,,,
VNINDEX,1/10/2014,518.94,518.33,523.06,518.24,,,
VNINDEX,1/13/2014,521.11,519.31,522.32,518.78,,,
VNINDEX,1/14/2014,522.31,521.13,524.59,520.63,,,
VNINDEX,1/15/2014,526.68,523.72,527.09,522.45,,,
VNINDEX,1/16/2014,533.54,528.83,533.54,527.9,,,
VNINDEX,1/17/2014,543.59,536.81,549.88,536.81,,,
VNINDEX,1/20/2014,553.67,548.22,559.93,548.22,,,
VNINDEX,1/21/2014,559.91,555.72,560.18,547.65,,,
VNINDEX,1/22/2014,551.92,561.34,564.61,551.92,,,
VNINDEX,1/23/2014,553.55,550.88,556.5,550.52,,,
VNINDEX,1/24/2014,560.19,555.66,560.19,553.46,,,
VNINDEX,1/27/2014,556.52,560.45,560.49,556.35,,,
VNINDEX,2/6/2014,554.68,555.51,557.29,551.45,,,
VNINDEX,2/7/2014,549.76,557.71,558.51,549.37,,,
VNINDEX,2/10/2014,555.9,550.41,555.9,548.56,,,
VNINDEX,2/11/2014,553.9,559.74,561.83,553.9,,,
VNINDEX,2/12/2014,564.25,555.55,564.25,554.26,,,
VNINDEX,2/13/2014,570.18,567.58,570.68,565.27,,,
VNINDEX,2/14/2014,572.22,573.09,576.18,569.38,,,
VNINDEX,2/17/2014,570.2,571.91,572.85,567.89,,,
VNINDEX,2/18/2014,574.56,570.8,574.56,570.16,,,
VNINDEX,2/19/2014,578.12,578.53,578.8,573.86,,,
VNINDEX,2/20/2014,571.04,579.64,584.1,565.31,,,
VNINDEX,2/21/2014,570.57,570.95,574.61,565.33,,,
VNINDEX,2/24/2014,576.58,571.94,576.58,570.07,,,
VNINDEX,2/25/2014,586.2,575.49,586.2,575.49,,,
VNINDEX,2/26/2014,589.81,590.64,590.79,582.96,,,
VNINDEX,2/27/2014,584.79,587.82,596.4,584.79,,,
VNINDEX,2/28/2014,586.48,586.12,591.36,581.63,,,
VNINDEX,3/3/2014,573.38,586.65,587.11,573.37,,,
VNINDEX,3/4/2014,569.97,569.34,572.28,563.55,,,
VNINDEX,3/5/2014,574.94,569.97,577.5,569.97,,,
VNINDEX,3/6/2014,578.56,576.17,580.04,574.58,,,
VNINDEX,3/7/2014,579.75,579.4,582.24,579.1,,,
VNINDEX,3/10/2014,583.69,580.84,584.81,579.98,,,
VNINDEX,3/11/2014,588.5,585.1,589.45,582.2,,,
VNINDEX,3/12/2014,590.02,590.94,596.38,590.02,,,
VNINDEX,3/13/2014,595.22,590.83,595.22,590.36,,,
VNINDEX,3/14/2014,596.83,596.2,600.68,594.51,,,
VNINDEX,3/17/2014,600.36,603.05,603.24,598.7,,,
VNINDEX,3/18/2014,599.85,602.01,603.21,597.78,,,
VNINDEX,3/19/2014,605.59,600.73,605.91,600.42,,,
VNINDEX,3/20/2014,600.26,607.39,608.51,600.03,,,
VNINDEX,3/21/2014,601.75,600.26,607.22,600.26,,,
VNINDEX,3/24/2014,607.55,606.55,609.2,604.18,,,
VNINDEX,3/25/2014,601.85,609.01,609.46,601.85,,,
VNINDEX,3/26/2014,588.06,603.54,603.68,587.52,,,
VNINDEX,3/27/2014,590.14,588.94,591.7,582.81,,,
VNINDEX,3/28/2014,594.29,592.82,595.7,590.59,,,
VNINDEX,3/31/2014,591.57,594.29,597.22,591.57,,,
VNINDEX,4/1/2014,583.85,590.93,593.03,582.3,,,
VNINDEX,4/2/2014,581.67,584.17,586.5,574.4,,,
VNINDEX,4/3/2014,589.44,584.45,590.91,582.83,,,
VNINDEX,4/4/2014,593.04,589.9,593.72,588.34,,,
VNINDEX,4/7/2014,600.57,595.72,602.55,595.35,,,
VNINDEX,4/8/2014,603.25,600.71,603.25,598.52,,,
VNINDEX,4/10/2014,601.33,603.25,608.89,600.43,,,
VNINDEX,4/11/2014,600.57,597.87,602.01,594.96,,,
VNINDEX,4/14/2014,596.11,602.67,602.7,596.05,,,
VNINDEX,4/15/2014,586.09,596,597.99,586.09,,,
VNINDEX,4/16/2014,574.29,583.64,585.51,567.61,,,
VNINDEX,4/17/2014,580.31,580.39,583.51,575.83,,,
VNINDEX,4/18/2014,565.33,580.89,580.89,565.33,,,
VNINDEX,4/21/2014,558.14,564.21,568.44,558.14,,,
VNINDEX,4/22/2014,569.87,560.63,569.87,556.47,,,
VNINDEX,4/23/2014,569.36,569.83,573.39,567.04,,,
VNINDEX,4/24/2014,570.46,568.38,571.57,566.94,,,
VNINDEX,4/25/2014,578.92,571.71,580.74,571.71,,,
VNINDEX,4/28/2014,573.1,579.05,580.7,573.1,,,
VNINDEX,4/29/2014,578,570.64,578.21,570.64,,,
VNINDEX,5/5/2014,564.85,578.45,580.11,564.47,,,
VNINDEX,5/6/2014,555.11,561.86,562.36,545.97,,,
VNINDEX,5/7/2014,559.97,558.04,561.56,553.21,,,
VNINDEX,5/8/2014,527.09,550.75,550.75,525.37,,,
VNINDEX,5/9/2014,542.46,522.82,542.56,522.7,,,
VNINDEX,5/12/2014,517.05,536.82,536.82,512.25,,,
VNINDEX,5/13/2014,513.91,508.76,518.45,508.51,,,
VNINDEX,5/14/2014,529.53,510.16,529.59,509.82,,,
VNINDEX,5/15/2014,524.05,529.39,537.27,512.41,,,
VNINDEX,5/16/2014,529.49,522,529.49,519.39,,,
VNINDEX,5/19/2014,533.04,530.31,534.68,525.82,,,
VNINDEX,5/20/2014,537.52,531,537.93,527.69,,,
VNINDEX,5/21/2014,543.88,537.95,543.93,533.19,,,
VNINDEX,5/22/2014,541.73,543.35,547.2,541.43,,,
VNINDEX,5/23/2014,541.49,542.44,545.3,540.51,,,
VNINDEX,5/26/2014,544.06,541.43,544.93,536.27,,,
VNINDEX,5/27/2014,552.75,543.55,552.75,542.49,,,
VNINDEX,5/28/2014,557.34,554.32,557.93,553.03,,,
VNINDEX,5/29/2014,558.45,556.3,562.33,555.32,,,
VNINDEX,5/30/2014,562.02,558.78,565.05,557.2,,,
VNINDEX,6/2/2014,556.8,560.29,563.12,554.44,,,
VNINDEX,6/3/2014,558.76,557.34,560.62,554.96,,,
VNINDEX,6/4/2014,553.46,559.13,559.19,550.23,,,
VNINDEX,6/5/2014,551.1,552.2,553.96,548.47,,,
VNINDEX,6/6/2014,559.04,553.62,559.04,551.8,,,
VNINDEX,6/9/2014,565.61,559.04,571.83,558.64,,,
VNINDEX,6/10/2014,566.89,566.31,571.73,564.32,,,
VNINDEX,6/11/2014,570.36,567.77,573.05,566.51,,,
VNINDEX,6/12/2014,573.77,571.19,574.75,568.58,,,
VNINDEX,6/13/2014,574.48,573.58,577.27,573.03,,,
VNINDEX,6/16/2014,572.37,575.2,575.87,571.76,,,
VNINDEX,6/17/2014,572.25,571.8,573.15,567.58,,,
VNINDEX,6/18/2014,570.03,571.74,575.03,570.03,,,
VNINDEX,6/19/2014,567.35,564.93,569.41,558.65,,,
VNINDEX,6/20/2014,560.78,568.45,571.76,560.78,,,
VNINDEX,6/23/2014,565.92,561.97,567.71,561.97,,,
VNINDEX,6/24/2014,569.74,565.47,570.37,565.12,,,
VNINDEX,6/25/2014,572.27,570.33,574.62,569.27,,,
VNINDEX,6/26/2014,576.4,572.23,578.29,570.33,,,
VNINDEX,6/27/2014,578.82,576.29,580.75,575.1,,,
VNINDEX,6/30/2014,578.13,578.28,582.26,577.76,,,
VNINDEX,7/1/2014,578.07,578.93,582.16,577.3,,,
VNINDEX,7/2/2014,578.8,578.9,581.89,576.88,,,
VNINDEX,7/3/2014,585.02,581.24,585.02,580.55,,,
VNINDEX,7/4/2014,589.35,585.66,591.38,585.66,,,
VNINDEX,7/7/2014,590.69,592.23,594.84,589.61,,,
VNINDEX,7/8/2014,591.47,591.63,593.4,588.54,,,
VNINDEX,7/9/2014,591.6,591.82,593.42,590.46,,,
VNINDEX,7/10/2014,584.88,591.21,591.35,581.49,,,
VNINDEX,7/11/2014,582.77,584.29,586.57,580.54,,,
VNINDEX,7/14/2014,586.23,583.55,586.23,581.99,,,
VNINDEX,7/15/2014,589.31,587.92,590.09,587.68,,,
VNINDEX,7/16/2014,589.68,594.13,594.29,589.68,,,
VNINDEX,7/17/2014,590.37,588.99,591.42,586.07,,,
VNINDEX,7/18/2014,596.26,590.9,596.26,589.33,,,
VNINDEX,7/21/2014,601.04,598.11,604.64,596.96,,,
VNINDEX,7/22/2014,597.98,599.3,600.93,594.85,,,
VNINDEX,7/23/2014,597.5,599.56,599.56,594.1,,,
VNINDEX,7/24/2014,602.06,597.03,602.49,597.03,,,
VNINDEX,7/25/2014,600.14,603.54,605.78,600.14,,,
VNINDEX,7/28/2014,589.45,599.13,599.35,587.78,,,
VNINDEX,7/29/2014,592.24,590.57,592.24,585.75,,,
VNINDEX,7/30/2014,589.33,591.15,593.58,588.53,,,
VNINDEX,7/31/2014,596.07,589.35,596.11,587.68,,,
VNINDEX,8/1/2014,593.9,594.66,596.8,592.38,,,
VNINDEX,8/4/2014,599.04,592.04,600.52,592.04,,,
VNINDEX,8/5/2014,607.73,600.46,607.73,599.1,,,
VNINDEX,8/6/2014,606.7,607.95,610.88,605.63,,,
VNINDEX,8/7/2014,607.62,603.94,608.42,603.13,,,
VNINDEX,8/8/2014,605.43,607.18,610.09,604.08,,,
VNINDEX,8/11/2014,602.13,602.78,607.16,600.48,,,
VNINDEX,8/12/2014,601.78,600.52,604.89,598.71,,,
VNINDEX,8/13/2014,602.76,601.03,604.51,599.64,,,
VNINDEX,8/14/2014,605.25,605.03,607.84,604.08,,,
VNINDEX,8/15/2014,604.24,605.25,608.46,603.24,,,
VNINDEX,8/18/2014,605.08,605.42,607.79,603.33,,,
VNINDEX,8/19/2014,604.64,607.27,609.04,603.61,,,
VNINDEX,8/20/2014,606.7,604.3,608.72,602.81,,,
VNINDEX,8/21/2014,612.94,608.91,616.96,608.58,,,
VNINDEX,8/22/2014,620.14,614.51,622.97,614.51,,,
VNINDEX,8/25/2014,625.88,622.71,629.58,622.16,,,
VNINDEX,8/26/2014,629.06,627.13,631.17,625.1,,,
VNINDEX,8/27/2014,628.77,630.84,632.25,624.68,,,
VNINDEX,8/28/2014,632.03,627.41,635.94,626.32,,,
VNINDEX,8/29/2014,636.65,634.91,640.19,631.11,,,
VNINDEX,9/3/2014,640.75,640.69,644.56,638.95,,,
VNINDEX,9/4/2014,640.22,638.6,642.88,636.56,,,
VNINDEX,9/5/2014,638.65,640.63,641.96,638.55,,,
VNINDEX,9/8/2014,639.85,641.88,642.72,639.19,,,
VNINDEX,9/9/2014,626.92,640.5,641.2,622.76,,,
VNINDEX,9/10/2014,628.8,625.59,630.03,618.54,,,
VNINDEX,9/11/2014,628.99,629.77,633.6,626.26,,,
VNINDEX,9/12/2014,632.5,631.31,632.91,627.42,,,
VNINDEX,9/15/2014,630.34,633.86,636.65,630.34,,,
VNINDEX,9/16/2014,627.66,628.96,631.59,623.66,,,
VNINDEX,9/17/2014,625.66,630.48,632.22,625.66,,,
VNINDEX,9/18/2014,615.8,625.95,627.29,615.8,,,
VNINDEX,9/19/2014,613.29,615.86,619.8,612.4,,,
VNINDEX,9/22/2014,611.93,617.71,621.36,611.93,,,
VNINDEX,9/23/2014,610.39,611.75,615.99,610.39,,,
VNINDEX,9/24/2014,603.59,609.51,611.61,603.59,,,
VNINDEX,9/25/2014,605.1,604.31,605.5,594.28,,,
VNINDEX,9/26/2014,604.98,608.8,610.15,604.98,,,
VNINDEX,9/29/2014,599.78,605.03,605.03,599.78,,,
VNINDEX,9/30/2014,598.8,597.11,601.54,594,,,
VNINDEX,10/1/2014,609.27,603.5,611.74,603.44,,,
VNINDEX,10/2/2014,612.66,612.43,614.8,607.57,,,
VNINDEX,10/3/2014,611.55,613.38,615.42,610.55,,,
VNINDEX,10/6/2014,614.42,612.11,616.13,611.77,,,
VNINDEX,10/7/2014,614.08,614.16,617.01,612.94,,,
VNINDEX,10/8/2014,617.26,615.04,618.37,611.98,,,
VNINDEX,10/9/2014,624.34,622.25,626.9,622.25,,,
VNINDEX,10/10/2014,617.72,623.85,627.49,617.72,,,
VNINDEX,10/13/2014,614.22,615.77,618.29,608.27,,,
VNINDEX,10/14/2014,605.79,614.22,616.71,605.79,,,
VNINDEX,10/15/2014,604.29,603.73,606.4,596.5,,,
VNINDEX,10/16/2014,587.17,603.11,603.59,585.76,,,
VNINDEX,10/17/2014,585.28,585.95,591.85,577.79,,,
VNINDEX,10/20/2014,589.24,588.38,593.2,585.7,,,
VNINDEX,10/21/2014,600.55,590.17,601.14,588.75,,,
VNINDEX,10/22/2014,601.59,600.27,603.97,598.99,,,
VNINDEX,10/23/2014,593.53,598.87,602.02,593.11,,,
VNINDEX,10/24/2014,591.51,592.66,595.33,588.72,,,
VNINDEX,10/27/2014,580.8,590.33,591.59,580.02,,,
